10346.0,5865.0
10289.0,5868.0
10324.0,5867.0
10314.0,5866.0
10161.0,5749.0
10105.0,5746.0
10120.0,5739.0
10116.0,5740.0
10088.0,5743.0
10083.0,5741.0
10118.0,5744.0
10079.0,5743.0
10072.0,5740.0
10093.0,5744.0
10071.0,5740.0
10067.0,5743.0
10088.0,5737.0
10053.0,5734.0
10042.0,5739.0
10061.0,5741.0
10068.0,5738.0
10035.0,5739.0
10071.0,5734.0
10048.0,5734.0
10048.0,5737.0
10077.0,5743.0
10041.0,5735.0
10032.0,5741.0
10066.0,5738.0
10044.0,5735.0
10061.0,5738.0
10078.0,5739.0
10045.0,5732.0
10056.0,5737.0
10075.0,5739.0
10036.0,5734.0
10033.0,5735.0
10073.0,5737.0
10040.0,5732.0
10033.0,5738.0
10066.0,5733.0
10042.0,5730.0
10029.0,5732.0
10068.0,5732.0
10037.0,5722.0
10057.0,5732.0
10073.0,5732.0
10027.0,5726.0
10018.0,5731.0
10051.0,5726.0
10049.0,5725.0
10038.0,5725.0
10067.0,5735.0
10042.0,5726.0
10037.0,5725.0
10067.0,5730.0
10045.0,5720.0
10041.0,5723.0
10063.0,5724.0
10038.0,5723.0
10049.0,5724.0
10067.0,5724.0
10042.0,5722.0
10050.0,5726.0
10071.0,5727.0
10042.0,5724.0
10022.0,5730.0
10051.0,5726.0
10034.0,5723.0
10027.0,5723.0
10063.0,5729.0
10031.0,5723.0
10024.0,5724.0
10063.0,5730.0
10034.0,5723.0
10055.0,5726.0
10059.0,5729.0
10035.0,5724.0
10002.0,5726.0
10052.0,5728.0
10043.0,5727.0
10046.0,5733.0
10051.0,5727.0
10041.0,5724.0
10028.0,5729.0
10049.0,5730.0
10029.0,5721.0
10028.0,5727.0
10049.0,5732.0
10035.0,5724.0
10008.0,5730.0
10060.0,5729.0
10008.0,5723.0
10051.0,5725.0
10057.0,5737.0
10051.0,5724.0
10028.0,5725.0
10046.0,5737.0
10030.0,5725.0
10033.0,5727.0
10052.0,5727.0
10041.0,5726.0
10038.0,5729.0
10051.0,5733.0
10041.0,5727.0
10040.0,5731.0
10052.0,5733.0
10049.0,5731.0
10052.0,5731.0
10069.0,5730.0
10051.0,5726.0
10021.0,5726.0
10054.0,5739.0
10041.0,5726.0
10045.0,5731.0
10064.0,5734.0
10051.0,5730.0
10057.0,5731.0
10066.0,5734.0
10043.0,5726.0
10036.0,5733.0
10086.0,5739.0
10024.0,5728.0
10071.0,5731.0
10065.0,5740.0
10082.0,5732.0
10081.0,5732.0
10085.0,5742.0
10073.0,5732.0
10055.0,5731.0
10077.0,5737.0
10068.0,5728.0
10071.0,5728.0
10080.0,5737.0
10072.0,5728.0
10053.0,5733.0
10075.0,5734.0
10095.0,5733.0
10069.0,5730.0
10095.0,5738.0
10083.0,5733.0
10082.0,5732.0
10101.0,5743.0
10075.0,5731.0
10077.0,5734.0
10100.0,5746.0
10087.0,5733.0
10076.0,5728.0
10095.0,5745.0
10084.0,5731.0
10053.0,5737.0
10094.0,5736.0
10078.0,5737.0
10061.0,5734.0
10095.0,5742.0
10105.0,5737.0
10085.0,5734.0
10101.0,5740.0
10096.0,5731.0
10087.0,5736.0
10111.0,5736.0
10088.0,5731.0
10100.0,5733.0
10108.0,5736.0
10101.0,5731.0
10090.0,5730.0
10134.0,5736.0
10084.0,5732.0
10114.0,5733.0
10115.0,5735.0
10112.0,5733.0
10115.0,5735.0
10140.0,5742.0
10112.0,5730.0
10110.0,5736.0
10135.0,5732.0
10111.0,5731.0
10104.0,5735.0
10130.0,5742.0
10115.0,5734.0
10089.0,5735.0
10129.0,5738.0
10123.0,5732.0
10134.0,5737.0
10136.0,5740.0
10105.0,5737.0
10103.0,5738.0
10157.0,5736.0
10121.0,5733.0
10112.0,5739.0
10142.0,5742.0
10122.0,5733.0
10112.0,5736.0
10146.0,5741.0
10117.0,5736.0
10127.0,5740.0
10151.0,5740.0
10115.0,5733.0
10145.0,5739.0
10135.0,5735.0
10127.0,5735.0
10138.0,5740.0
10152.0,5743.0
10125.0,5736.0
10122.0,5742.0
10160.0,5739.0
10123.0,5739.0
